counter	pd	associated_permutation	knot_type
1183	(1,2,2,8,3,8,2,3,7)	(1,2,4,6,5,8,7,9,3)	a0.1
1184	(1,2,2,8,4,3,5,8,3)	(1,2,4,6,5,9,3,8,7)	a0.1
1185	(1,2,2,8,4,7,1,4,7)	(1,2,4,6,5,9,7,8,3)	a0.1
1186	(1,2,2,8,4,7,5,5,2)	(1,2,4,6,5,9,7,3,8)	m3.1
1187	(1,2,2,8,4,8,4,4,3)	(1,2,4,6,5,9,8,3,7)	a0.1
1188	(1,2,2,8,7,4,2,8,2)	(1,2,4,6,5,3,7,9,8)	a0.1
1189	(1,2,2,8,7,5,1,7,3)	(1,2,4,6,5,3,8,9,7)	a0.1
1190	(1,2,3,1,4,6,6,8,5)	(1,2,4,7,8,3,9,6,5)	a0.1
1191	(1,2,3,1,6,4,6,6,7)	(1,2,4,7,8,5,9,6,3)	a0.1
1192	(1,2,3,1,6,7,6,6,4)	(1,2,4,7,8,5,3,9,6)	a0.1
1193	(1,2,3,1,7,3,5,7,7)	(1,2,4,7,8,6,9,5,3)	a0.1
1194	(1,2,3,1,7,6,6,5,5)	(1,2,4,7,8,6,3,9,5)	a0.1
1195	(1,2,3,1,7,8,4,3,7)	(1,2,4,7,8,6,5,9,3)	a0.1
1196	(1,2,3,2,3,5,7,8,5)	(1,2,4,7,9,3,8,6,5)	a0.1
1197	(1,2,3,2,5,3,7,6,7)	(1,2,4,7,9,5,8,6,3)	a0.1
1198	(1,2,3,2,5,7,5,7,4)	(1,2,4,7,9,5,3,8,6)	a4.1
1199	(1,2,3,2,6,2,6,7,7)	(1,2,4,7,9,6,8,5,3)	p3.1
1200	(1,2,3,2,6,6,5,6,5)	(1,2,4,7,9,6,3,8,5)	a0.1
1201	(1,2,3,2,6,8,3,4,7)	(1,2,4,7,9,6,5,8,3)	a0.1
1202	(1,2,3,2,6,8,7,5,2)	(1,2,4,7,9,6,5,3,8)	a0.1
1203	(1,2,3,2,8,4,3,8,5)	(1,2,4,7,9,8,3,6,5)	a0.1
1204	(1,2,3,2,8,6,1,6,7)	(1,2,4,7,9,8,5,6,3)	a0.1
1205	(1,2,3,2,8,6,7,3,4)	(1,2,4,7,9,8,5,3,6)	m3.1
1206	(1,2,3,2,8,7,6,2,5)	(1,2,4,7,9,8,6,3,5)	a0.1
1207	(1,2,3,5,2,4,8,7,4)	(1,2,4,7,3,5,9,8,6)	a0.1
1208	(1,2,3,5,3,3,8,6,5)	(1,2,4,7,3,6,9,8,5)	a0.1
1209	(1,2,3,5,3,8,4,8,2)	(1,2,4,7,3,6,5,9,8)	a0.1
1210	(1,2,3,5,5,1,6,8,5)	(1,2,4,7,3,8,9,6,5)	a0.1
1211	(1,2,3,5,5,6,4,6,4)	(1,2,4,7,3,8,5,9,6)	m5.1
1212	(1,2,3,5,5,7,3,5,5)	(1,2,4,7,3,8,6,9,5)	m3.1
1213	(1,2,3,5,6,5,3,7,4)	(1,2,4,7,3,9,5,8,6)	m3.1
1214	(1,2,3,5,6,6,2,6,5)	(1,2,4,7,3,9,6,8,5)	a0.1
1215	(1,2,3,5,6,6,8,3,2)	(1,2,4,7,3,9,6,5,8)	a0.1
1216	(1,2,3,5,6,8,6,1,4)	(1,2,4,7,3,9,8,5,6)	a0.1
1217	(1,2,3,7,1,3,8,4,7)	(1,2,4,7,5,6,9,8,3)	a0.1
1218	(1,2,3,7,1,6,6,8,2)	(1,2,4,7,5,6,3,9,8)	a0.1
1219	(1,2,3,7,3,1,6,6,7)	(1,2,4,7,5,8,9,6,3)	a0.1
1220	(1,2,3,7,3,4,6,6,4)	(1,2,4,7,5,8,3,9,6)	m3.1
1221	(1,2,3,7,3,7,3,3,7)	(1,2,4,7,5,8,6,9,3)	m3.1
1222	(1,2,3,7,4,3,5,7,4)	(1,2,4,7,5,9,3,8,6)	m3.1
1223	(1,2,3,7,4,6,2,4,7)	(1,2,4,7,5,9,6,8,3)	a0.1
1224	(1,2,3,7,4,6,6,5,2)	(1,2,4,7,5,9,6,3,8)	m5.1
1225	(1,2,3,7,4,8,4,3,4)	(1,2,4,7,5,9,8,3,6)	m3.1
1226	(1,2,3,7,7,3,3,8,2)	(1,2,4,7,5,3,6,9,8)	m3.1
1227	(1,2,3,7,7,5,1,6,4)	(1,2,4,7,5,3,8,9,6)	m3.1
1228	(1,2,3,7,7,6,6,2,2)	(1,2,4,7,5,3,9,6,8)	a0.1
1229	(1,2,3,8,2,1,5,7,7)	(1,2,4,7,6,8,9,5,3)	a0.1
1230	(1,2,3,8,2,4,6,5,5)	(1,2,4,7,6,8,3,9,5)	a0.1
1231	(1,2,3,8,2,6,4,3,7)	(1,2,4,7,6,8,5,9,3)	a0.1
1232	(1,2,3,8,3,3,5,6,5)	(1,2,4,7,6,9,3,8,5)	a0.1
1233	(1,2,3,8,3,5,3,4,7)	(1,2,4,7,6,9,5,8,3)	a0.1
1234	(1,2,3,8,3,5,7,5,2)	(1,2,4,7,6,9,5,3,8)	m3.1
1235	(1,2,3,8,3,8,4,2,5)	(1,2,4,7,6,9,8,3,5)	a0.1
1236	(1,2,3,8,6,2,4,8,2)	(1,2,4,7,6,3,5,9,8)	a0.1
1237	(1,2,3,8,6,5,1,5,5)	(1,2,4,7,6,3,8,9,5)	a0.1
1238	(1,2,3,8,6,6,5,3,2)	(1,2,4,7,6,3,9,5,8)	a0.1
1239	(1,2,3,8,8,3,1,3,7)	(1,2,4,7,6,5,8,9,3)	a0.1
1240	(1,2,3,8,8,4,3,5,2)	(1,2,4,7,6,5,9,3,8)	a0.1
1241	(1,2,4,1,3,4,8,8,5)	(1,2,4,8,9,3,7,6,5)	a0.1
1242	(1,2,4,1,5,2,8,6,7)	(1,2,4,8,9,5,7,6,3)	a0.1
1243	(1,2,4,1,5,7,4,8,4)	(1,2,4,8,9,5,3,7,6)	a0.1
1244	(1,2,4,1,6,1,7,7,7)	(1,2,4,8,9,6,7,5,3)	a0.1
1245	(1,2,4,1,6,6,4,7,5)	(1,2,4,8,9,6,3,7,5)	a0.1
1246	(1,2,4,1,6,8,2,5,7)	(1,2,4,8,9,6,5,7,3)	a0.1
1247	(1,2,4,1,6,8,7,4,3)	(1,2,4,8,9,6,5,3,7)	a0.1
1248	(1,2,4,1,7,5,3,8,5)	(1,2,4,8,9,7,3,6,5)	a0.1
1249	(1,2,4,1,7,7,1,6,7)	(1,2,4,8,9,7,5,6,3)	a0.1
1250	(1,2,4,1,7,7,7,3,4)	(1,2,4,8,9,7,5,3,6)	m3.1
1251	(1,2,4,1,7,8,6,2,5)	(1,2,4,8,9,7,6,3,5)	a0.1
1252	(1,2,4,4,2,4,7,8,4)	(1,2,4,8,3,5,9,7,6)	p3.1
1253	(1,2,4,4,3,3,7,7,5)	(1,2,4,8,3,6,9,7,5)	a0.1
1254	(1,2,4,4,3,8,4,7,3)	(1,2,4,8,3,6,5,9,7)	a0.1
1255	(1,2,4,4,4,2,6,8,5)	(1,2,4,8,3,7,9,6,5)	p3.1
1256	(1,2,4,4,4,7,4,6,4)	(1,2,4,8,3,7,5,9,6)	m5.2
1257	(1,2,4,4,4,8,3,5,5)	(1,2,4,8,3,7,6,9,5)	a0.1
1258	(1,2,4,4,6,5,2,8,4)	(1,2,4,8,3,9,5,7,6)	a0.1
1259	(1,2,4,4,6,6,1,7,5)	(1,2,4,8,3,9,6,7,5)	a0.1
1260	(1,2,4,4,6,6,8,2,3)	(1,2,4,8,3,9,6,5,7)	a0.1
1261	(1,2,4,4,6,7,7,1,4)	(1,2,4,8,3,9,7,5,6)	a0.1
1262	(1,2,4,6,1,3,7,5,7)	(1,2,4,8,5,6,9,7,3)	a0.1
1263	(1,2,4,6,1,6,6,7,3)	(1,2,4,8,5,6,3,9,7)	a0.1
1264	(1,2,4,6,2,2,6,6,7)	(1,2,4,8,5,7,9,6,3)	p3.1
1265	(1,2,4,6,2,5,6,6,4)	(1,2,4,8,5,7,3,9,6)	a0.1
1266	(1,2,4,6,2,8,3,3,7)	(1,2,4,8,5,7,6,9,3)	a0.1
1267	(1,2,4,6,4,3,4,8,4)	(1,2,4,8,5,9,3,7,6)	a0.1
1268	(1,2,4,6,4,6,1,5,7)	(1,2,4,8,5,9,6,7,3)	a0.1
1269	(1,2,4,6,4,6,6,4,3)	(1,2,4,8,5,9,6,3,7)	m8.19
1270	(1,2,4,6,4,7,5,3,4)	(1,2,4,8,5,9,7,3,6)	m5.1
1271	(1,2,4,6,7,3,3,7,3)	(1,2,4,8,5,3,6,9,7)	m5.1
1272	(1,2,4,6,7,4,2,6,4)	(1,2,4,8,5,3,7,9,6)	m5.2
1273	(1,2,4,6,7,6,6,1,3)	(1,2,4,8,5,3,9,6,7)	a0.1
1274	(1,2,4,7,1,2,5,7,7)	(1,2,4,8,6,7,9,5,3)	a0.1
1275	(1,2,4,7,1,5,6,5,5)	(1,2,4,8,6,7,3,9,5)	a0.1
1276	(1,2,4,7,1,7,4,3,7)	(1,2,4,8,6,7,5,9,3)	a0.1
1277	(1,2,4,7,3,3,4,7,5)	(1,2,4,8,6,9,3,7,5)	a0.1
1278	(1,2,4,7,3,5,2,5,7)	(1,2,4,8,6,9,5,7,3)	a0.1
1279	(1,2,4,7,3,5,7,4,3)	(1,2,4,8,6,9,5,3,7)	m5.1
1280	(1,2,4,7,3,7,5,2,5)	(1,2,4,8,6,9,7,3,5)	m3.1
1281	(1,2,4,7,6,2,4,7,3)	(1,2,4,8,6,3,5,9,7)	m5.2
1282	(1,2,4,7,6,4,2,5,5)	(1,2,4,8,6,3,7,9,5)	a0.1
1283	(1,2,4,7,6,6,5,2,3)	(1,2,4,8,6,3,9,5,7)	a0.1
1284	(1,2,4,7,8,2,2,3,7)	(1,2,4,8,6,5,7,9,3)	a0.1
1285	(1,2,4,7,8,4,3,4,3)	(1,2,4,8,6,5,9,3,7)	a0.1
1286	(1,2,4,8,2,3,3,8,5)	(1,2,4,8,7,9,3,6,5)	a0.1
1287	(1,2,4,8,2,5,1,6,7)	(1,2,4,8,7,9,5,6,3)	a0.1
1288	(1,2,4,8,2,5,7,3,4)	(1,2,4,8,7,9,5,3,6)	m3.1
1289	(1,2,4,8,2,6,6,2,5)	(1,2,4,8,7,9,6,3,5)	a0.1
1290	(1,2,4,8,5,2,4,6,4)	(1,2,4,8,7,3,5,9,6)	a0.1
1291	(1,2,4,8,5,3,3,5,5)	(1,2,4,8,7,3,6,9,5)	a0.1
1292	(1,2,4,8,5,6,5,1,4)	(1,2,4,8,7,3,9,5,6)	a0.1
1293	(1,2,4,8,7,1,3,3,7)	(1,2,4,8,7,5,6,9,3)	a0.1
1294	(1,2,4,8,7,4,3,3,4)	(1,2,4,8,7,5,9,3,6)	a0.1
1295	(1,2,4,8,8,3,3,2,5)	(1,2,4,8,7,6,9,3,5)	a0.1
1296	(1,2,5,3,2,3,8,8,4)	(1,2,4,9,3,5,8,7,6)	a0.1
1297	(1,2,5,3,3,2,8,7,5)	(1,2,4,9,3,6,8,7,5)	a0.1
1298	(1,2,5,3,3,8,3,8,3)	(1,2,4,9,3,6,5,8,7)	a0.1
1299	(1,2,5,3,4,1,7,8,5)	(1,2,4,9,3,7,8,6,5)	a0.1
1300	(1,2,5,3,4,7,3,7,4)	(1,2,4,9,3,7,5,8,6)	m3.1
1301	(1,2,5,3,4,8,2,6,5)	(1,2,4,9,3,7,6,8,5)	a0.1
1302	(1,2,5,3,4,8,8,3,2)	(1,2,4,9,3,7,6,5,8)	a0.1
1303	(1,2,5,3,5,6,2,8,4)	(1,2,4,9,3,8,5,7,6)	a0.1
1304	(1,2,5,3,5,7,1,7,5)	(1,2,4,9,3,8,6,7,5)	a0.1
1305	(1,2,5,3,5,7,8,2,3)	(1,2,4,9,3,8,6,5,7)	a0.1
1306	(1,2,5,3,5,8,7,1,4)	(1,2,4,9,3,8,7,5,6)	a0.1
1307	(1,2,5,5,1,2,8,5,7)	(1,2,4,9,5,6,8,7,3)	a0.1
1308	(1,2,5,5,1,6,5,8,3)	(1,2,4,9,5,6,3,8,7)	a0.1
1309	(1,2,5,5,2,1,7,6,7)	(1,2,4,9,5,7,8,6,3)	a0.1
1310	(1,2,5,5,2,5,5,7,4)	(1,2,4,9,5,7,3,8,6)	a4.1
1311	(1,2,5,5,2,8,2,4,7)	(1,2,4,9,5,7,6,8,3)	a0.1
1312	(1,2,5,5,2,8,6,5,2)	(1,2,4,9,5,7,6,3,8)	m3.1
1313	(1,2,5,5,3,4,4,8,4)	(1,2,4,9,5,8,3,7,6)	a0.1
1314	(1,2,5,5,3,7,1,5,7)	(1,2,4,9,5,8,6,7,3)	a0.1
1315	(1,2,5,5,3,7,6,4,3)	(1,2,4,9,5,8,6,3,7)	m5.1
1316	(1,2,5,5,3,8,5,3,4)	(1,2,4,9,5,8,7,3,6)	m3.1
1317	(1,2,5,5,7,3,2,8,3)	(1,2,4,9,5,3,6,8,7)	m3.1
1318	(1,2,5,5,7,4,1,7,4)	(1,2,4,9,5,3,7,8,6)	m3.1
1319	(1,2,5,5,7,4,8,2,2)	(1,2,4,9,5,3,7,6,8)	m3.1
1320	(1,2,5,5,7,5,7,1,3)	(1,2,4,9,5,3,8,6,7)	m3.1
1321	(1,2,5,6,1,5,5,6,5)	(1,2,4,9,6,7,3,8,5)	a0.1
1322	(1,2,5,6,1,7,3,4,7)	(1,2,4,9,6,7,5,8,3)	a0.1
1323	(1,2,5,6,1,7,7,5,2)	(1,2,4,9,6,7,5,3,8)	m3.1
1324	(1,2,5,6,2,4,4,7,5)	(1,2,4,9,6,8,3,7,5)	p3.1
1325	(1,2,5,6,2,6,2,5,7)	(1,2,4,9,6,8,5,7,3)	p3.1
1326	(1,2,5,6,2,6,7,4,3)	(1,2,4,9,6,8,5,3,7)	m5.2
1327	(1,2,5,6,2,8,5,2,5)	(1,2,4,9,6,8,7,3,5)	a0.1
1328	(1,2,5,6,6,2,3,8,3)	(1,2,4,9,6,3,5,8,7)	a0.1
1329	(1,2,5,6,6,4,1,6,5)	(1,2,4,9,6,3,7,8,5)	a0.1
1330	(1,2,5,6,6,4,7,3,2)	(1,2,4,9,6,3,7,5,8)	m5.1
1331	(1,2,5,6,6,5,6,2,3)	(1,2,4,9,6,3,8,5,7)	m5.2
1332	(1,2,5,6,8,2,1,4,7)	(1,2,4,9,6,5,7,8,3)	a0.1
1333	(1,2,5,6,8,2,5,5,2)	(1,2,4,9,6,5,7,3,8)	m3.1
1334	(1,2,5,6,8,3,4,4,3)	(1,2,4,9,6,5,8,3,7)	a0.1
1335	(1,2,5,7,1,4,3,8,5)	(1,2,4,9,7,8,3,6,5)	a0.1
1336	(1,2,5,7,1,6,1,6,7)	(1,2,4,9,7,8,5,6,3)	a0.1
1337	(1,2,5,7,1,6,7,3,4)	(1,2,4,9,7,8,5,3,6)	m3.1
1338	(1,2,5,7,1,7,6,2,5)	(1,2,4,9,7,8,6,3,5)	a0.1
1339	(1,2,5,7,5,2,3,7,4)	(1,2,4,9,7,3,5,8,6)	a4.1
1340	(1,2,5,7,5,3,2,6,5)	(1,2,4,9,7,3,6,8,5)	a0.1
1341	(1,2,5,7,5,3,8,3,2)	(1,2,4,9,7,3,6,5,8)	m3.1
1342	(1,2,5,7,5,5,6,1,4)	(1,2,4,9,7,3,8,5,6)	m3.1
1343	(1,2,5,7,7,1,6,5,2)	(1,2,4,9,7,5,6,3,8)	m3.1
1344	(1,2,5,7,7,3,4,3,4)	(1,2,4,9,7,5,8,3,6)	a4.1
1345	(1,2,5,7,7,7,3,2,2)	(1,2,4,9,7,5,3,6,8)	a4.1
1346	(1,2,5,7,8,2,4,2,5)	(1,2,4,9,7,6,8,3,5)	a0.1
1347	(1,2,5,7,8,6,2,3,2)	(1,2,4,9,7,6,3,5,8)	a0.1
1348	(1,2,5,8,4,2,2,8,4)	(1,2,4,9,8,3,5,7,6)	a0.1
1349	(1,2,5,8,4,3,1,7,5)	(1,2,4,9,8,3,6,7,5)	a0.1
1350	(1,2,5,8,4,3,8,2,3)	(1,2,4,9,8,3,6,5,7)	a0.1
1351	(1,2,5,8,4,4,7,1,4)	(1,2,4,9,8,3,7,5,6)	a0.1
1352	(1,2,5,8,6,1,6,4,3)	(1,2,4,9,8,5,6,3,7)	a0.1
1353	(1,2,5,8,6,2,5,3,4)	(1,2,4,9,8,5,7,3,6)	a0.1
1354	(1,2,5,8,6,7,3,1,3)	(1,2,4,9,8,5,3,6,7)	a0.1
1355	(1,2,5,8,7,1,5,2,5)	(1,2,4,9,8,6,7,3,5)	a0.1
1356	(1,2,5,8,7,6,2,2,3)	(1,2,4,9,8,6,3,5,7)	p3.1
1357	(1,2,5,8,8,5,2,1,4)	(1,2,4,9,8,7,3,5,6)	a0.1
1358	(1,2,8,2,1,3,8,8,3)	(1,2,4,3,5,6,9,8,7)	a0.1
1359	(1,2,8,2,2,2,8,7,4)	(1,2,4,3,5,7,9,8,6)	a0.1
1360	(1,2,8,2,2,8,3,8,2)	(1,2,4,3,5,7,6,9,8)	a0.1
1361	(1,2,8,2,3,1,7,8,4)	(1,2,4,3,5,8,9,7,6)	a0.1
1362	(1,2,8,2,3,7,3,7,3)	(1,2,4,3,5,8,6,9,7)	m3.1
1363	(1,2,8,2,3,8,2,6,4)	(1,2,4,3,5,8,7,9,6)	a0.1
1364	(1,2,8,2,4,6,2,8,3)	(1,2,4,3,5,9,6,8,7)	a0.1
1365	(1,2,8,2,4,7,1,7,4)	(1,2,4,3,5,9,7,8,6)	a0.1
1366	(1,2,8,2,4,7,8,2,2)	(1,2,4,3,5,9,7,6,8)	a0.1
1367	(1,2,8,2,4,8,7,1,3)	(1,2,4,3,5,9,8,6,7)	a0.1
1368	(1,2,8,3,1,2,8,6,5)	(1,2,4,3,6,7,9,8,5)	a0.1
1369	(1,2,8,3,1,7,4,8,2)	(1,2,4,3,6,7,5,9,8)	a0.1
1370	(1,2,8,3,2,1,7,7,5)	(1,2,4,3,6,8,9,7,5)	a0.1
1371	(1,2,8,3,2,6,4,7,3)	(1,2,4,3,6,8,5,9,7)	a0.1
1372	(1,2,8,3,2,8,2,5,5)	(1,2,4,3,6,8,7,9,5)	a0.1
1373	(1,2,8,3,3,5,3,8,3)	(1,2,4,3,6,9,5,8,7)	a0.1
1374	(1,2,8,3,3,7,1,6,5)	(1,2,4,3,6,9,7,8,5)	a0.1
1375	(1,2,8,3,3,7,7,3,2)	(1,2,4,3,6,9,7,5,8)	m3.1
1376	(1,2,8,3,3,8,6,2,3)	(1,2,4,3,6,9,8,5,7)	a0.1
1377	(1,2,8,3,8,2,2,8,2)	(1,2,4,3,6,5,7,9,8)	a0.1
1378	(1,2,8,3,8,3,1,7,3)	(1,2,4,3,6,5,8,9,7)	a0.1
1379	(1,2,8,4,1,6,4,6,4)	(1,2,4,3,7,8,5,9,6)	a0.1
1380	(1,2,8,4,1,7,3,5,5)	(1,2,4,3,7,8,6,9,5)	a0.1
1381	(1,2,8,4,2,5,3,7,4)	(1,2,4,3,7,9,5,8,6)	a0.1
1382	(1,2,8,4,2,6,2,6,5)	(1,2,4,3,7,9,6,8,5)	p3.1
1383	(1,2,8,4,2,6,8,3,2)	(1,2,4,3,7,9,6,5,8)	a0.1
1384	(1,2,8,4,2,8,6,1,4)	(1,2,4,3,7,9,8,5,6)	a0.1
1385	(1,2,8,4,7,1,3,8,2)	(1,2,4,3,7,5,6,9,8)	a0.1
1386	(1,2,8,4,7,3,1,6,4)	(1,2,4,3,7,5,8,9,6)	a0.1
1387	(1,2,8,4,7,4,6,2,2)	(1,2,4,3,7,5,9,6,8)	a0.1
1388	(1,2,8,4,8,2,1,5,5)	(1,2,4,3,7,6,8,9,5)	a0.1
1389	(1,2,8,4,8,3,5,3,2)	(1,2,4,3,7,6,9,5,8)	a0.1
1390	(1,2,8,5,1,5,2,8,4)	(1,2,4,3,8,9,5,7,6)	a0.1
1391	(1,2,8,5,1,6,1,7,5)	(1,2,4,3,8,9,6,7,5)	a0.1
1392	(1,2,8,5,1,6,8,2,3)	(1,2,4,3,8,9,6,5,7)	a0.1
1393	(1,2,8,5,1,7,7,1,4)	(1,2,4,3,8,9,7,5,6)	a0.1
1394	(1,2,8,5,6,1,3,7,3)	(1,2,4,3,8,5,6,9,7)	a0.1
1395	(1,2,8,5,6,2,2,6,4)	(1,2,4,3,8,5,7,9,6)	p3.1
1396	(1,2,8,5,6,4,6,1,3)	(1,2,4,3,8,5,9,6,7)	a0.1
1397	(1,2,8,5,7,3,5,2,3)	(1,2,4,3,8,6,9,5,7)	a0.1
1398	(1,2,8,5,8,2,5,1,4)	(1,2,4,3,8,7,9,5,6)	a0.1
1399	(1,2,8,6,5,2,1,7,4)	(1,2,4,3,9,5,7,8,6)	a0.1
1400	(1,2,8,6,5,2,8,2,2)	(1,2,4,3,9,5,7,6,8)	a0.1
1401	(1,2,8,6,5,3,7,1,3)	(1,2,4,3,9,5,8,6,7)	a0.1
1402	(1,2,8,6,6,1,7,3,2)	(1,2,4,3,9,6,7,5,8)	a0.1
1403	(1,2,8,6,6,2,6,2,3)	(1,2,4,3,9,6,8,5,7)	p3.1
1404	(1,2,8,6,7,1,6,1,4)	(1,2,4,3,9,7,8,5,6)	a0.1
1405	(1,3,1,3,3,5,8,6,6)	(1,2,5,6,9,3,8,7,4)	a0.1
1406	(1,3,1,3,4,4,8,5,7)	(1,2,5,6,9,4,8,7,3)	a0.1
1407	(1,3,1,3,4,8,5,8,3)	(1,2,5,6,9,4,3,8,7)	a0.1
1408	(1,3,1,3,7,1,5,8,7)	(1,2,5,6,9,7,8,4,3)	a0.1
1409	(1,3,1,3,7,5,5,5,6)	(1,2,5,6,9,7,3,8,4)	m3.1
1410	(1,3,1,3,7,6,4,4,7)	(1,2,5,6,9,7,4,8,3)	a0.1
1411	(1,3,1,3,7,6,8,5,2)	(1,2,5,6,9,7,4,3,8)	a0.1
1412	(1,3,1,3,8,4,4,6,6)	(1,2,5,6,9,8,3,7,4)	a0.1
1413	(1,3,1,3,8,5,3,5,7)	(1,2,5,6,9,8,4,7,3)	a0.1
1414	(1,3,1,3,8,5,8,4,3)	(1,2,5,6,9,8,4,3,7)	a0.1
1415	(1,3,1,3,8,8,5,1,6)	(1,2,5,6,9,8,7,3,4)	a0.1
1416	(1,3,1,6,1,5,8,8,3)	(1,2,5,6,3,4,9,8,7)	a0.1
1417	(1,3,1,6,4,2,8,5,6)	(1,2,5,6,3,7,9,8,4)	a0.1
1418	(1,3,1,6,4,6,5,8,2)	(1,2,5,6,3,7,4,9,8)	a0.1
1419	(1,3,1,6,5,1,7,6,6)	(1,2,5,6,3,8,9,7,4)	a0.1
1420	(1,3,1,6,5,5,5,7,3)	(1,2,5,6,3,8,4,9,7)	m3.1
1421	(1,3,1,6,5,8,2,4,6)	(1,2,5,6,3,8,7,9,4)	a0.1
1422	(1,3,1,6,6,4,4,8,3)	(1,2,5,6,3,9,4,8,7)	a0.1
1423	(1,3,1,6,6,7,1,5,6)	(1,2,5,6,3,9,7,8,4)	a0.1
1424	(1,3,1,6,6,7,6,4,2)	(1,2,5,6,3,9,7,4,8)	a0.1
1425	(1,3,1,6,6,8,5,3,3)	(1,2,5,6,3,9,8,4,7)	a0.1
1426	(1,3,1,7,3,2,8,4,7)	(1,2,5,6,4,7,9,8,3)	a0.1
1427	(1,3,1,7,3,5,6,8,2)	(1,2,5,6,4,7,3,9,8)	a0.1
1428	(1,3,1,7,4,1,7,5,7)	(1,2,5,6,4,8,9,7,3)	a0.1
1429	(1,3,1,7,4,4,6,7,3)	(1,2,5,6,4,8,3,9,7)	a0.1
1430	(1,3,1,7,4,8,2,3,7)	(1,2,5,6,4,8,7,9,3)	a0.1
1431	(1,3,1,7,5,3,5,8,3)	(1,2,5,6,4,9,3,8,7)	a0.1
1432	(1,3,1,7,5,7,1,4,7)	(1,2,5,6,4,9,7,8,3)	a0.1
1433	(1,3,1,7,5,7,5,5,2)	(1,2,5,6,4,9,7,3,8)	m3.1
1434	(1,3,1,7,5,8,4,4,3)	(1,2,5,6,4,9,8,3,7)	a0.1
1435	(1,3,1,7,8,4,2,8,2)	(1,2,5,6,4,3,7,9,8)	a0.1
1436	(1,3,1,7,8,5,1,7,3)	(1,2,5,6,4,3,8,9,7)	a0.1
1437	(1,3,2,1,4,6,6,7,6)	(1,2,5,7,8,3,9,6,4)	a0.1
1438	(1,3,2,1,5,5,6,6,7)	(1,2,5,7,8,4,9,6,3)	a0.1
1439	(1,3,2,1,5,8,6,6,4)	(1,2,5,7,8,4,3,9,6)	a0.1
1440	(1,3,2,1,7,3,4,8,7)	(1,2,5,7,8,6,9,4,3)	a0.1
1441	(1,3,2,1,7,6,6,4,6)	(1,2,5,7,8,6,3,9,4)	a0.1
1442	(1,3,2,1,7,7,5,3,7)	(1,2,5,7,8,6,4,9,3)	a0.1
1443	(1,3,2,2,3,5,7,7,6)	(1,2,5,7,9,3,8,6,4)	a0.1
1444	(1,3,2,2,4,4,7,6,7)	(1,2,5,7,9,4,8,6,3)	a4.1
1445	(1,3,2,2,4,8,5,7,4)	(1,2,5,7,9,4,3,8,6)	a0.1
1446	(1,3,2,2,6,2,5,8,7)	(1,2,5,7,9,6,8,4,3)	p3.1
1447	(1,3,2,2,6,6,5,5,6)	(1,2,5,7,9,6,3,8,4)	a0.1
1448	(1,3,2,2,6,7,4,4,7)	(1,2,5,7,9,6,4,8,3)	a4.1
1449	(1,3,2,2,6,7,8,5,2)	(1,2,5,7,9,6,4,3,8)	p3.1
1450	(1,3,2,2,8,4,3,7,6)	(1,2,5,7,9,8,3,6,4)	a0.1
1451	(1,3,2,2,8,5,2,6,7)	(1,2,5,7,9,8,4,6,3)	p3.1
1452	(1,3,2,2,8,5,8,3,4)	(1,2,5,7,9,8,4,3,6)	a0.1
1453	(1,3,2,2,8,7,6,1,6)	(1,2,5,7,9,8,6,3,4)	a0.1
1454	(1,3,2,5,1,5,8,7,4)	(1,2,5,7,3,4,9,8,6)	a0.1
1455	(1,3,2,5,3,3,8,5,6)	(1,2,5,7,3,6,9,8,4)	a0.1
1456	(1,3,2,5,3,7,5,8,2)	(1,2,5,7,3,6,4,9,8)	a0.1
1457	(1,3,2,5,5,1,6,7,6)	(1,2,5,7,3,8,9,6,4)	a0.1
1458	(1,3,2,5,5,5,5,6,4)	(1,2,5,7,3,8,4,9,6)	m3.1
1459	(1,3,2,5,5,7,3,4,6)	(1,2,5,7,3,8,6,9,4)	m3.1
1460	(1,3,2,5,6,4,4,7,4)	(1,2,5,7,3,9,4,8,6)	a0.1
1461	(1,3,2,5,6,6,2,5,6)	(1,2,5,7,3,9,6,8,4)	a0.1
1462	(1,3,2,5,6,6,7,4,2)	(1,2,5,7,3,9,6,4,8)	a0.1
1463	(1,3,2,5,6,8,5,2,4)	(1,2,5,7,3,9,8,4,6)	a0.1
1464	(1,3,2,6,2,3,8,4,7)	(1,2,5,7,4,6,9,8,3)	p3.1
1465	(1,3,2,6,2,6,6,8,2)	(1,2,5,7,4,6,3,9,8)	p3.1
1466	(1,3,2,6,4,1,6,6,7)	(1,2,5,7,4,8,9,6,3)	p3.1
1467	(1,3,2,6,4,4,6,6,4)	(1,2,5,7,4,8,3,9,6)	a0.1
1468	(1,3,2,6,4,7,3,3,7)	(1,2,5,7,4,8,6,9,3)	a0.1
1469	(1,3,2,6,5,3,5,7,4)	(1,2,5,7,4,9,3,8,6)	a0.1
1470	(1,3,2,6,5,6,2,4,7)	(1,2,5,7,4,9,6,8,3)	a4.1
1471	(1,3,2,6,5,6,6,5,2)	(1,2,5,7,4,9,6,3,8)	m5.2
1472	(1,3,2,6,5,8,4,3,4)	(1,2,5,7,4,9,8,3,6)	a0.1
1473	(1,3,2,6,8,3,3,8,2)	(1,2,5,7,4,3,6,9,8)	a0.1
